Policy_ID,Policyholder_Name,Age,Gender,Policy_Start_Date,Policy_End_Date,Vehicle_Make,Vehicle_Model,Vehicle_Year,Autonomy_Level,VIN,Coverage_Type,Annual_Premium,Deductible,Claim_History,Last_Claim_Date,Claim_Amount,Safety_Score,IoT_Monitoring,Policy_Status,Country
10433,Kenneth Jennings,60,Male,21-05-2024,21-05-2025,Nuro,Delivery,2020,Level 5,1HGCM82633A163594,Collision,1386,371,0,N/A,0,84,No,Active,Singapore
10434,Christy Warren,62,Female,21-08-2024,21-08-2025,Zoox,Autonomous,2023,Level 5,1HGCM82633A281599,Collision,1140,695,1,5/8/24 0:00,2262,84,Yes,Active,Singapore
10435,Anne Martin,46,Female,9/4/24,9/4/25,Waymo,Firefly,2022,Level 4,1HGCM82633A747266,Collision,1189,465,2,19-05-2024 00:00,2850,78,No,Active,Singapore
10436,Chase Foley,44,Male,10/3/24,10/3/25,Tesla,Model X,2022,Level 5,1HGCM82633A571554,Basic,1123,408,3,14-09-2024 00:00,3903,82,No,Active,Singapore
10437,Charles Rasmussen,58,Female,18-03-2024,18-03-2025,Rivian,R1T,2023,Level 4,1HGCM82633A297969,Collision,1495,349,1,30-09-2024 00:00,4616,78,No,Active,Singapore
10438,Aaron Taylor,41,Male,20-06-2024,20-06-2025,Rivian,R1S,2020,Level 3,1HGCM82633A691064,Comprehensive,966,330,3,30-08-2024 00:00,3743,85,No,Active,Singapore
10439,Jessica Pitts,49,Male,26-08-2024,26-08-2025,Cruise,Origin,2023,Level 5,1HGCM82633A369779,Basic,888,318,1,14-06-2024 00:00,4524,92,Yes,Active,Singapore
10440,Dr. Amy Thompson,35,Female,4/5/24,4/5/25,Rivian,R1T,2023,Level 4,1HGCM82633A189729,Collision,1052,626,0,N/A,0,83,Yes,Active,Singapore
10441,Crystal Martinez,64,Male,7/1/24,7/1/25,Waymo,Jaguar I-Pace,2019,Level 5,1HGCM82633A757583,Basic,1252,441,2,1/5/24 0:00,4983,91,Yes,Active,Singapore
10442,Alyssa Dominguez,49,Female,15-04-2024,15-04-2025,Nuro,R2,2019,Level 3,1HGCM82633A350496,Comprehensive,809,567,3,11/10/24 0:00,3451,77,No,Active,Singapore
10443,Aaron Christian,26,Female,24-08-2024,24-08-2025,Zoox,Autonomous,2021,Level 4,1HGCM82633A624983,Basic,1243,530,3,26-10-2024 00:00,2678,81,Yes,Active,Singapore
10444,William Cunningham,59,Male,14-09-2024,14-09-2025,Nuro,R2,2023,Level 4,1HGCM82633A757920,Collision,1083,418,0,N/A,0,85,No,Active,Singapore
10445,Jennifer Carey,30,Male,13-05-2024,13-05-2025,Tesla,Model Y,2019,Level 4,1HGCM82633A424746,Collision,1056,522,1,2/10/24 0:00,2152,97,Yes,Active,Singapore
10446,Daisy Wilkinson PhD,35,Female,19-03-2024,19-03-2025,Zoox,Autonomous,2021,Level 5,1HGCM82633A277063,Comprehensive,1392,326,0,N/A,0,82,Yes,Active,Singapore
10447,Melissa Coleman,61,Female,30-04-2024,30-04-2025,Cruise,Origin,2023,Level 4,1HGCM82633A422342,Collision,1337,469,2,4/3/24 0:00,2535,77,No,Active,Singapore
10448,Shane Watkins,59,Male,2/3/24,2/3/25,Zoox,Autonomous,2020,Level 3,1HGCM82633A012494,Collision,1224,411,2,20-04-2024 00:00,4967,86,No,Active,Singapore
10449,Douglas Duffy,41,Male,24-05-2024,24-05-2025,Nuro,R2,2022,Level 5,1HGCM82633A164598,Basic,1389,663,3,22-07-2024 00:00,3881,100,Yes,Active,Singapore
10450,Sarah Yu,31,Female,4/8/24,4/8/25,Zoox,Autonomous,2022,Level 5,1HGCM82633A005697,Basic,1218,587,0,N/A,0,86,No,Active,Singapore
10451,Stacy Matthews,42,Female,29-03-2024,29-03-2025,Waymo,Jaguar I-Pace,2023,Level 4,1HGCM82633A166194,Comprehensive,1121,604,1,25-10-2024 00:00,4294,96,Yes,Active,Singapore
10452,Stacy Drake,39,Female,28-02-2024,28-02-2025,Zoox,Autonomous,2020,Level 5,1HGCM82633A002650,Comprehensive,834,668,1,24-05-2024 00:00,3162,92,Yes,Active,Singapore
10453,Kelli Daugherty,41,Male,18-08-2024,18-08-2025,Nuro,Delivery,2021,Level 4,1HGCM82633A681198,Basic,837,398,2,15-03-2024 00:00,2847,89,No,Active,Singapore
10454,Marvin Powell,25,Male,16-01-2024,16-01-2025,Rivian,R1S,2023,Level 5,1HGCM82633A105369,Basic,970,646,0,N/A,0,86,No,Active,Singapore
10455,Audrey Clark,39,Female,5/2/24,5/2/25,Rivian,R1S,2023,Level 3,1HGCM82633A124323,Comprehensive,893,467,1,29-05-2024 00:00,4721,76,No,Active,Singapore
10456,Scott Smith,49,Female,21-07-2024,21-07-2025,Cruise,Bolt,2023,Level 5,1HGCM82633A463819,Basic,1381,600,0,N/A,0,100,No,Active,Singapore
10457,Stephen Shields,40,Male,7/4/24,7/4/25,Cruise,Bolt,2020,Level 4,1HGCM82633A837939,Basic,844,340,1,20-01-2024 00:00,3621,87,No,Active,Singapore
10458,Mary Baker,65,Male,5/9/24,5/9/25,Waymo,Firefly,2021,Level 5,1HGCM82633A101551,Collision,1471,322,1,29-08-2024 00:00,3220,90,No,Active,Singapore
10459,Willie Allen,32,Female,27-04-2024,27-04-2025,Tesla,Model Y,2021,Level 3,1HGCM82633A911672,Comprehensive,1395,322,0,N/A,0,86,No,Active,Singapore
10460,Courtney Young,37,Female,16-01-2024,16-01-2025,Cruise,Bolt,2019,Level 3,1HGCM82633A907788,Comprehensive,1417,522,1,1/4/24 0:00,4028,81,No,Active,Singapore
10461,David Hanson,60,Female,7/2/24,7/2/25,Nuro,Delivery,2020,Level 3,1HGCM82633A524177,Basic,1337,532,0,N/A,0,88,No,Active,Singapore
10462,Matthew Green,36,Male,5/7/24,5/7/25,Nuro,Delivery,2022,Level 5,1HGCM82633A372939,Basic,1301,646,3,5/6/24 0:00,2208,80,No,Active,Singapore
10463,Dennis Jackson,43,Female,8/10/24,8/10/25,Zoox,Autonomous,2023,Level 3,1HGCM82633A987139,Comprehensive,1304,335,3,14-05-2024 00:00,3192,98,No,Active,Singapore
10464,Krystal Smith,68,Female,22-06-2024,22-06-2025,Rivian,R1T,2021,Level 3,1HGCM82633A363495,Collision,1274,480,3,10/1/24 0:00,4645,79,No,Active,Singapore
10465,Andrew Pennington,48,Male,18-10-2024,18-10-2025,Cruise,Bolt,2023,Level 3,1HGCM82633A098000,Comprehensive,1338,446,0,N/A,0,80,Yes,Active,Singapore
10466,Marcus Chavez,60,Female,7/9/24,7/9/25,Nuro,Delivery,2021,Level 3,1HGCM82633A086164,Basic,1457,522,2,13-10-2024 00:00,3236,88,Yes,Active,Singapore
10467,Gerald Brown,69,Male,10/9/24,10/9/25,Tesla,Model X,2022,Level 5,1HGCM82633A190819,Basic,847,492,3,19-10-2024 00:00,4445,81,Yes,Active,Singapore
10468,Christy Carpenter,42,Male,18-04-2024,18-04-2025,Waymo,RoboTaxi,2023,Level 3,1HGCM82633A112128,Basic,819,428,1,2/4/24 0:00,3792,99,Yes,Active,Singapore
10469,Thomas Sloan,38,Male,4/6/24,4/6/25,Zoox,Autonomous,2023,Level 5,1HGCM82633A308871,Basic,862,529,3,29-03-2024 00:00,3359,79,Yes,Active,Singapore
10470,Michael Hopkins,28,Male,26-01-2024,26-01-2025,Tesla,Model X,2022,Level 4,1HGCM82633A331267,Basic,1306,433,0,N/A,0,92,Yes,Active,Singapore
10471,Lee Lee,30,Female,15-01-2024,15-01-2025,Zoox,Autonomous,2023,Level 5,1HGCM82633A862792,Basic,1346,647,1,19-01-2024 00:00,4298,91,No,Active,Singapore
10472,Jasmine Castillo,58,Male,26-06-2024,26-06-2025,Waymo,Jaguar I-Pace,2021,Level 3,1HGCM82633A965831,Basic,1092,512,3,26-04-2024 00:00,4082,83,Yes,Active,Singapore
10473,Kathryn Morgan,32,Female,7/10/24,7/10/25,Rivian,R1T,2020,Level 3,1HGCM82633A438644,Collision,1372,315,2,27-05-2024 00:00,4700,98,No,Active,Singapore
10474,Francisco Randall,40,Male,21-03-2024,21-03-2025,Tesla,Model S,2019,Level 3,1HGCM82633A144313,Collision,914,622,0,N/A,0,84,No,Active,Singapore
10475,Joseph Stewart,54,Male,11/6/24,11/6/25,Tesla,Model Y,2020,Level 4,1HGCM82633A734856,Collision,1405,607,0,N/A,0,79,Yes,Active,Singapore
10476,Lauren Alvarez,48,Female,20-09-2024,20-09-2025,Cruise,Origin,2019,Level 3,1HGCM82633A121844,Collision,1098,485,2,4/1/24 0:00,2029,79,No,Active,Singapore
10477,Cristian Munoz,46,Male,24-01-2024,24-01-2025,Waymo,Jaguar I-Pace,2022,Level 4,1HGCM82633A665660,Comprehensive,1477,337,1,13-04-2024 00:00,2720,95,Yes,Active,Singapore
10478,Mary Armstrong,60,Male,6/1/24,6/1/25,Cruise,Origin,2019,Level 5,1HGCM82633A102983,Collision,1020,536,1,4/3/24 0:00,3913,91,Yes,Active,Singapore
10479,Molly Coleman,53,Male,15-07-2024,15-07-2025,Cruise,Origin,2021,Level 5,1HGCM82633A473142,Comprehensive,1416,616,0,N/A,0,88,Yes,Active,Singapore
10480,Danielle Smith,45,Female,5/10/24,5/10/25,Rivian,R1S,2020,Level 3,1HGCM82633A074480,Collision,1184,498,2,27-05-2024 00:00,4910,97,Yes,Active,Singapore
10481,Luis Townsend,38,Male,6/3/24,6/3/25,Rivian,R1T,2020,Level 3,1HGCM82633A020865,Basic,1145,493,0,N/A,0,78,Yes,Active,Singapore
10482,Scott Johnson,48,Male,20-09-2024,20-09-2025,Waymo,RoboTaxi,2022,Level 4,1HGCM82633A783460,Collision,1107,692,2,17-06-2024 00:00,3319,88,Yes,Active,Singapore
10483,Tina Martin,53,Male,24-03-2024,24-03-2025,Zoox,Autonomous,2020,Level 4,1HGCM82633A188183,Comprehensive,1444,480,2,1/9/24 0:00,2499,75,Yes,Active,Singapore
10484,Sarah Charles,69,Female,4/6/24,4/6/25,Cruise,Bolt,2019,Level 5,1HGCM82633A543905,Collision,1171,614,0,N/A,0,78,No,Active,Singapore
10485,Wanda Mosley,65,Male,1/10/24,1/10/25,Tesla,Model Y,2022,Level 3,1HGCM82633A992170,Basic,877,404,1,4/7/24 0:00,4652,100,Yes,Active,Singapore
10486,Jeffrey Thompson,47,Female,3/10/24,3/10/25,Tesla,Model 3,2021,Level 5,1HGCM82633A822634,Basic,1147,616,0,N/A,0,86,Yes,Active,Singapore
10487,Kim Williams,51,Male,30-03-2024,30-03-2025,Zoox,Autonomous,2023,Level 5,1HGCM82633A095479,Basic,1475,533,3,19-04-2024 00:00,4198,96,No,Active,Singapore
10488,Gary Brooks,25,Female,20-02-2024,20-02-2025,Tesla,Model S,2022,Level 4,1HGCM82633A178112,Comprehensive,807,426,0,N/A,0,96,Yes,Active,Singapore
10489,Jason Ryan,49,Male,8/10/24,8/10/25,Rivian,R1T,2022,Level 5,1HGCM82633A554808,Comprehensive,1111,593,3,25-01-2024 00:00,2022,92,Yes,Active,Singapore
10490,Jennifer Mcknight,61,Male,13-02-2024,13-02-2025,Waymo,Firefly,2020,Level 4,1HGCM82633A967117,Basic,1263,397,0,N/A,0,91,Yes,Active,Singapore
10491,Bridget Navarro,57,Female,7/6/24,7/6/25,Rivian,R1S,2021,Level 5,1HGCM82633A805644,Collision,1146,614,0,N/A,0,99,Yes,Active,Singapore
10492,William Knight,61,Male,31-07-2024,31-07-2025,Rivian,R1S,2022,Level 4,1HGCM82633A593803,Collision,1030,690,0,N/A,0,76,No,Active,Singapore
10493,Nathaniel Hunter,49,Female,22-02-2024,22-02-2025,Waymo,Firefly,2023,Level 3,1HGCM82633A880348,Comprehensive,1442,402,2,21-03-2024 00:00,2795,97,Yes,Active,Singapore
10494,Jose Neal,43,Male,20-04-2024,20-04-2025,Rivian,R1T,2021,Level 4,1HGCM82633A620394,Basic,864,615,2,21-03-2024 00:00,3624,79,No,Active,Singapore
10495,Aaron Patterson,59,Female,1/8/24,1/8/25,Tesla,Model 3,2022,Level 4,1HGCM82633A021563,Collision,1208,482,3,24-10-2024 00:00,4750,83,Yes,Active,Singapore
10496,James Gomez,38,Female,1/3/24,1/3/25,Cruise,Bolt,2019,Level 4,1HGCM82633A153066,Basic,1184,514,1,18-04-2024 00:00,4402,88,Yes,Active,Singapore
10497,Cory Espinoza,66,Female,1/4/24,1/4/25,Cruise,Bolt,2019,Level 3,1HGCM82633A999073,Comprehensive,1105,338,1,20-03-2024 00:00,3236,77,Yes,Active,Singapore
10498,Sean Hayes,35,Male,17-01-2024,17-01-2025,Nuro,Delivery,2021,Level 4,1HGCM82633A136660,Basic,1046,632,3,26-02-2024 00:00,2028,99,Yes,Active,Singapore
10499,Michelle Snow,56,Male,11/9/24,11/9/25,Tesla,Model 3,2022,Level 5,1HGCM82633A093476,Collision,1002,563,1,13-02-2024 00:00,4573,96,No,Active,Singapore
10500,Rebekah Bailey,44,Male,15-09-2024,15-09-2025,Waymo,RoboTaxi,2022,Level 5,1HGCM82633A753990,Collision,1158,530,3,9/2/24 0:00,3698,80,No,Active,Singapore
10501,Joel Lee,38,Female,22-04-2024,22-04-2025,Rivian,R1S,2022,Level 3,1HGCM82633A101963,Collision,1303,475,0,N/A,0,85,No,Active,Singapore
10502,John Grant DDS,48,Female,20-07-2024,20-07-2025,Tesla,Model S,2023,Level 4,1HGCM82633A722087,Comprehensive,1102,619,3,29-01-2024 00:00,3398,95,No,Active,Singapore
10503,Lori Dominguez,32,Female,11/10/24,11/10/25,Zoox,Autonomous,2022,Level 5,1HGCM82633A219957,Basic,1207,577,2,28-08-2024 00:00,4611,75,No,Active,Singapore
10504,John Pope,26,Female,20-01-2024,20-01-2025,Nuro,Delivery,2020,Level 5,1HGCM82633A244846,Comprehensive,860,456,1,17-08-2024 00:00,4478,92,Yes,Active,Singapore
10505,Wayne Jones,68,Male,23-04-2024,23-04-2025,Nuro,Delivery,2019,Level 5,1HGCM82633A785791,Basic,1068,463,2,10/9/24 0:00,2209,89,Yes,Active,Singapore
10506,Paul Zavala,57,Male,28-06-2024,28-06-2025,Nuro,Delivery,2021,Level 4,1HGCM82633A572751,Collision,1428,676,1,9/4/24 0:00,3203,80,Yes,Active,Singapore
10507,Christine Taylor,37,Female,15-09-2024,15-09-2025,Zoox,Autonomous,2020,Level 4,1HGCM82633A841208,Collision,992,592,2,14-08-2024 00:00,2610,77,No,Active,Singapore
10508,Megan Kemp,37,Male,26-06-2024,26-06-2025,Nuro,R2,2022,Level 3,1HGCM82633A874206,Collision,1108,614,0,N/A,0,98,Yes,Active,Singapore
10509,Jeffrey Miles,70,Female,13-01-2024,13-01-2025,Waymo,Jaguar I-Pace,2019,Level 4,1HGCM82633A036106,Basic,1260,448,2,1/7/24 0:00,4016,87,No,Active,Singapore
10510,Autumn Shepard,39,Female,8/3/24,8/3/25,Nuro,R2,2021,Level 4,1HGCM82633A790104,Collision,921,573,1,26-02-2024 00:00,4543,90,No,Active,Singapore
10511,William Moore,58,Female,25-03-2024,25-03-2025,Cruise,Bolt,2020,Level 3,1HGCM82633A338007,Basic,895,431,0,N/A,0,97,Yes,Active,Singapore
10512,Christian Jones PhD,66,Female,19-08-2024,19-08-2025,Zoox,Autonomous,2023,Level 4,1HGCM82633A003640,Comprehensive,908,657,3,10/7/24 0:00,2102,99,Yes,Active,Singapore
10513,Timothy Peters,59,Female,1/2/24,1/2/25,Tesla,Model Y,2022,Level 5,1HGCM82633A558389,Comprehensive,1372,424,0,N/A,0,77,No,Active,Singapore
10514,Lisa Lewis,51,Female,18-07-2024,18-07-2025,Zoox,Autonomous,2022,Level 4,1HGCM82633A483225,Basic,1446,629,2,27-01-2024 00:00,4133,92,No,Active,Singapore
10515,Jason Henderson,48,Male,8/4/24,8/4/25,Zoox,Autonomous,2021,Level 4,1HGCM82633A821561,Collision,954,572,2,13-03-2024 00:00,2209,77,No,Active,Singapore
10516,Jennifer Hansen,36,Female,7/8/24,7/8/25,Zoox,Autonomous,2023,Level 3,1HGCM82633A495300,Basic,1406,336,1,13-01-2024 00:00,4052,96,Yes,Active,Singapore
10517,Robert Murphy,54,Male,1/9/24,1/9/25,Tesla,Cybertruck,2021,Level 4,1HGCM82633A144701,Collision,1158,416,0,N/A,0,88,No,Active,China
10518,Dennis Winters,63,Male,17-08-2024,17-08-2025,Nuro,Delivery,2021,Level 3,1HGCM82633A912815,Collision,1351,545,0,N/A,0,96,No,Active,China
10519,Richard Lowery,31,Female,21-01-2024,21-01-2025,Tesla,Cybertruck,2020,Level 4,1HGCM82633A164540,Comprehensive,986,474,3,23-02-2024 00:00,2917,87,No,Active,China
10520,Daniel Jones MD,65,Male,13-09-2024,13-09-2025,Cruise,Origin,2023,Level 4,1HGCM82633A122938,Basic,1268,513,2,4/2/24 0:00,3763,88,No,Active,China
10521,Michael Gill,37,Male,27-05-2024,27-05-2025,Rivian,R1T,2020,Level 3,1HGCM82633A053799,Collision,801,381,0,N/A,0,80,Yes,Active,China
10522,John Garcia,68,Male,20-06-2024,20-06-2025,Zoox,Autonomous,2022,Level 3,1HGCM82633A359559,Comprehensive,821,382,3,28-08-2024 00:00,2657,78,No,Active,China
10523,Rebecca Li,46,Male,13-06-2024,13-06-2025,Zoox,Autonomous,2019,Level 3,1HGCM82633A156653,Basic,1003,568,0,N/A,0,78,Yes,Active,China
10524,Stephen Mcconnell,64,Male,30-05-2024,30-05-2025,Tesla,Model X,2021,Level 4,1HGCM82633A843316,Comprehensive,1337,374,2,21-03-2024 00:00,4693,84,Yes,Active,China
10525,Anthony Morton,45,Female,26-05-2024,26-05-2025,Waymo,Firefly,2022,Level 3,1HGCM82633A119890,Collision,1483,402,1,21-05-2024 00:00,2519,98,No,Active,China
10526,Hunter Perry,55,Female,26-04-2024,26-04-2025,Tesla,Cybertruck,2020,Level 5,1HGCM82633A456272,Basic,1088,350,0,N/A,0,88,Yes,Active,China
10527,Brenda Fernandez,34,Male,1/9/24,1/9/25,Cruise,Bolt,2020,Level 3,1HGCM82633A551025,Comprehensive,1260,493,3,6/5/24 0:00,4726,90,Yes,Active,China
10528,Barbara Lowery,42,Male,20-05-2024,20-05-2025,Zoox,Autonomous,2022,Level 4,1HGCM82633A901789,Collision,1428,308,0,N/A,0,78,No,Active,China
10529,Jesse Jones,53,Male,30-01-2024,30-01-2025,Zoox,Autonomous,2023,Level 3,1HGCM82633A339355,Collision,1051,321,1,3/1/24 0:00,3295,100,No,Active,China
10530,Douglas Gregory,27,Female,11/5/24,11/5/25,Cruise,Bolt,2020,Level 3,1HGCM82633A905261,Collision,818,619,0,N/A,0,76,Yes,Active,China
10531,Jessica Dunn,39,Female,26-09-2024,26-09-2025,Nuro,R2,2023,Level 4,1HGCM82633A277850,Collision,1443,402,1,25-05-2024 00:00,3795,89,No,Active,China
10532,John Zimmerman,39,Male,6/4/24,6/4/25,Nuro,R2,2019,Level 4,1HGCM82633A801616,Comprehensive,988,337,2,19-02-2024 00:00,4923,99,No,Active,China
10533,Laura Rocha,44,Male,10/8/24,10/8/25,Waymo,Jaguar I-Pace,2020,Level 5,1HGCM82633A608093,Basic,1117,429,0,N/A,0,78,Yes,Active,China
10534,Linda Murray,59,Female,10/3/24,10/3/25,Cruise,Bolt,2019,Level 3,1HGCM82633A730808,Basic,1433,558,1,1/7/24 0:00,2909,79,No,Active,China
10535,Jasmine Roberson,37,Female,18-10-2024,18-10-2025,Nuro,Delivery,2019,Level 4,1HGCM82633A759981,Collision,1357,390,0,N/A,0,88,Yes,Active,China
10536,Laura Pearson,62,Male,11/9/24,11/9/25,Zoox,Autonomous,2021,Level 5,1HGCM82633A077746,Comprehensive,1357,401,1,28-03-2024 00:00,3468,82,No,Active,China
10537,Tracy Johnson,65,Male,12/10/24,12/10/25,Rivian,R1S,2019,Level 5,1HGCM82633A567399,Collision,1006,461,1,9/1/24 0:00,2116,85,No,Active,China
10538,Tiffany Villegas,29,Female,10/5/24,10/5/25,Cruise,Bolt,2020,Level 5,1HGCM82633A324882,Basic,1286,359,1,18-06-2024 00:00,3827,84,No,Active,China
10539,Lisa Rodriguez,43,Male,29-09-2024,29-09-2025,Zoox,Autonomous,2021,Level 5,1HGCM82633A463195,Basic,815,604,0,N/A,0,89,Yes,Active,China
10540,Brittany Roman,34,Male,8/6/24,8/6/25,Tesla,Model 3,2021,Level 5,1HGCM82633A871465,Basic,864,341,1,22-05-2024 00:00,4408,94,Yes,Active,China
10541,Patricia Kelly,65,Female,21-10-2024,21-10-2025,Cruise,Origin,2019,Level 5,1HGCM82633A640375,Comprehensive,1422,675,3,24-03-2024 00:00,4983,87,No,Active,China
10542,Adam Valencia,64,Male,11/6/24,11/6/25,Waymo,RoboTaxi,2021,Level 4,1HGCM82633A396365,Basic,1229,397,3,15-02-2024 00:00,2215,100,Yes,Active,China
10543,Mark Jones,42,Male,27-04-2024,27-04-2025,Cruise,Bolt,2023,Level 3,1HGCM82633A132396,Comprehensive,1211,431,1,4/9/24 0:00,2078,76,Yes,Active,China
10544,Steven Petty,53,Male,3/4/24,3/4/25,Waymo,Firefly,2021,Level 4,1HGCM82633A870279,Comprehensive,1200,556,0,N/A,0,91,No,Active,China
10545,Eric Ramos,39,Female,13-04-2024,13-04-2025,Cruise,Bolt,2021,Level 5,1HGCM82633A388254,Collision,1378,430,1,22-02-2024 00:00,4870,84,No,Active,China
10546,Franklin Rasmussen,58,Female,24-04-2024,24-04-2025,Cruise,Origin,2022,Level 3,1HGCM82633A577629,Comprehensive,878,513,1,25-06-2024 00:00,4660,80,Yes,Active,China
10547,Phillip Pearson,42,Female,18-06-2024,18-06-2025,Zoox,Autonomous,2022,Level 5,1HGCM82633A705750,Comprehensive,1219,407,3,5/5/24 0:00,3401,78,Yes,Active,China
10548,Martin Gonzales Jr.,64,Female,6/2/24,6/2/25,Cruise,Bolt,2019,Level 3,1HGCM82633A844965,Basic,1495,656,1,11/9/24 0:00,4269,88,No,Active,China
10549,Wanda Reed,57,Male,22-06-2024,22-06-2025,Tesla,Model Y,2021,Level 5,1HGCM82633A680685,Collision,1278,330,2,4/9/24 0:00,4220,95,No,Active,China
10550,Raymond Johnson,48,Female,17-08-2024,17-08-2025,Waymo,Firefly,2023,Level 3,1HGCM82633A789630,Comprehensive,850,530,1,28-04-2024 00:00,3023,93,Yes,Active,China
10551,Kimberly Jacobs,68,Male,25-03-2024,25-03-2025,Cruise,Bolt,2022,Level 4,1HGCM82633A186180,Collision,1153,372,3,11/4/24 0:00,3871,79,No,Active,China
10552,Anthony Jennings,35,Male,28-02-2024,28-02-2025,Tesla,Model 3,2022,Level 5,1HGCM82633A890999,Collision,916,650,2,6/6/24 0:00,3063,94,Yes,Active,China
10553,Dominic Navarro,70,Female,18-09-2024,18-09-2025,Tesla,Model X,2023,Level 4,1HGCM82633A342337,Collision,1043,341,3,14-10-2024 00:00,2464,92,No,Active,China
10554,David Miranda,45,Male,14-05-2024,14-05-2025,Cruise,Bolt,2019,Level 3,1HGCM82633A395216,Basic,1171,575,1,16-03-2024 00:00,3527,100,No,Active,China
10555,Sandra Munoz,39,Female,28-05-2024,28-05-2025,Waymo,Firefly,2023,Level 3,1HGCM82633A274911,Comprehensive,1187,431,2,24-10-2024 00:00,3586,83,Yes,Active,China
10556,Mrs. Alyssa Bailey,65,Male,23-06-2024,23-06-2025,Tesla,Cybertruck,2020,Level 3,1HGCM82633A447643,Comprehensive,800,576,1,19-09-2024 00:00,4408,94,No,Active,China
10557,Kim Franklin,67,Male,31-08-2024,31-08-2025,Waymo,Firefly,2022,Level 3,1HGCM82633A565182,Comprehensive,1308,605,2,29-08-2024 00:00,4271,82,No,Active,China
10558,Scott Beard,32,Male,23-07-2024,23-07-2025,Waymo,Jaguar I-Pace,2020,Level 4,1HGCM82633A548221,Comprehensive,1288,456,3,29-02-2024 00:00,3208,81,No,Active,China
10559,Andrew Villanueva,38,Male,26-03-2024,26-03-2025,Rivian,R1S,2020,Level 5,1HGCM82633A856851,Basic,1240,499,2,28-09-2024 00:00,2892,86,No,Active,China
10560,Kathy Willis,54,Male,1/7/24,1/7/25,Zoox,Autonomous,2022,Level 4,1HGCM82633A038606,Collision,1016,614,0,N/A,0,83,Yes,Active,China
10561,Leah Hansen,67,Female,10/2/24,10/2/25,Nuro,R2,2022,Level 5,1HGCM82633A156843,Comprehensive,978,314,0,N/A,0,94,No,Active,China
10562,Christopher Schneider DDS,36,Male,15-08-2024,15-08-2025,Tesla,Model 3,2021,Level 3,1HGCM82633A488751,Comprehensive,1106,500,0,N/A,0,87,No,Active,China
10563,Miranda Peterson,46,Male,14-05-2024,14-05-2025,Zoox,Autonomous,2020,Level 5,1HGCM82633A728401,Collision,1193,460,3,24-06-2024 00:00,4190,98,Yes,Active,China
10564,Ronald Ferrell,61,Male,27-04-2024,27-04-2025,Zoox,Autonomous,2022,Level 5,1HGCM82633A822913,Basic,939,455,1,13-07-2024 00:00,4674,91,No,Active,China
10565,Candice Johnson,68,Female,19-07-2024,19-07-2025,Nuro,Delivery,2019,Level 4,1HGCM82633A556531,Collision,814,357,1,8/6/24 0:00,2558,96,No,Active,China
10566,Karla Joyce,42,Male,12/8/24,12/8/25,Waymo,Jaguar I-Pace,2021,Level 4,1HGCM82633A819997,Comprehensive,1313,413,1,27-04-2024 00:00,4416,76,Yes,Active,China
10567,Joshua Wilson,59,Female,17-09-2024,17-09-2025,Cruise,Bolt,2022,Level 4,1HGCM82633A841950,Collision,1008,529,3,15-08-2024 00:00,4878,84,Yes,Active,China
10568,Rachel Bates,32,Female,11/3/24,11/3/25,Rivian,R1S,2021,Level 3,1HGCM82633A573658,Basic,954,629,1,6/1/24 0:00,4027,92,Yes,Active,China
10569,George Ibarra,28,Female,20-03-2024,20-03-2025,Waymo,Firefly,2022,Level 3,1HGCM82633A769956,Basic,1043,395,1,15-06-2024 00:00,4458,76,No,Active,China
10570,Christopher Williams,47,Female,15-03-2024,15-03-2025,Cruise,Origin,2023,Level 4,1HGCM82633A070212,Collision,887,454,3,20-07-2024 00:00,2302,97,No,Active,China
10571,Patrick Parks,64,Female,15-06-2024,15-06-2025,Nuro,Delivery,2022,Level 3,1HGCM82633A380262,Comprehensive,923,651,0,N/A,0,79,No,Active,China
10572,Scott Palmer,40,Male,28-03-2024,28-03-2025,Tesla,Cybertruck,2019,Level 5,1HGCM82633A701138,Collision,1236,496,2,10/2/24 0:00,3318,90,Yes,Active,China
10573,Justin Higgins,40,Female,28-08-2024,28-08-2025,Zoox,Autonomous,2022,Level 4,1HGCM82633A102479,Basic,884,339,0,N/A,0,85,Yes,Active,China
10574,Vanessa Parker,28,Female,12/9/24,12/9/25,Nuro,Delivery,2023,Level 5,1HGCM82633A499935,Basic,1470,564,2,18-04-2024 00:00,4264,81,Yes,Active,China
10575,Taylor Walsh,33,Female,5/3/24,5/3/25,Rivian,R1T,2019,Level 4,1HGCM82633A533296,Comprehensive,1184,467,2,3/7/24 0:00,3200,95,No,Active,China
10576,Kevin Lynch,46,Male,8/1/24,8/1/25,Zoox,Autonomous,2022,Level 3,1HGCM82633A410602,Collision,875,367,1,23-03-2024 00:00,4166,79,No,Active,China
10577,Elizabeth Wade,44,Male,8/1/24,8/1/25,Rivian,R1S,2023,Level 3,1HGCM82633A976673,Comprehensive,1313,498,0,N/A,0,94,Yes,Active,China
10578,Michael Klein,54,Female,9/7/24,9/7/25,Nuro,Delivery,2023,Level 3,1HGCM82633A659001,Basic,821,440,3,18-08-2024 00:00,4833,79,Yes,Active,China
10579,Jessica Steele,39,Female,22-06-2024,22-06-2025,Nuro,R2,2020,Level 5,1HGCM82633A804303,Basic,1047,349,0,N/A,0,82,Yes,Active,China
